C# 7.0,7.0,Ref returns,Performance,MEDIUM,NO,"Method reference returns"
C# 7.0,7.0,Expanded expression-bodied members,OOP,MEDIUM,NO,"More member types with =>"
C# 7.0,7.0,Discards,Syntax,LOW,NO,"Unused variables via _"
C# 7.0,7.0,Binary literals,Syntax,LOW,NO,"0b prefix for binary"
C# 7.0,7.0,Digit separators,Syntax,LOW,NO,"Underscores in numeric literals"
C# 7.0,7.0,Throw expressions,Syntax,LOW,NO,"throw as expression"
C# 6,6.0,String interpolation,Syntax,HIGH,YES,"Interpolated strings with expressions"
C# 6,6.0,Expression-bodied members,OOP,HIGH,NO,"=> lambda-like syntax"
C# 6,6.0,Null-conditional operator,Syntax,HIGH,NO,"?. and ?[] safe navigation"
C# 6,6.0,Static imports,Syntax,MEDIUM,NO,"using static directive"
C# 6,6.0,Exception filters,OOP,MEDIUM,NO,"when keyword in catch"
C# 6,6.0,nameof operator,Reflection,MEDIUM,NO,"String name of symbols"
C# 6,6.0,Auto-property initializers,OOP,LOW,NO,"Inline auto-property values"
C# 6,6.0,Index initializers,OOP,LOW,NO,"Initialize via indexers"
C# 6,6.0,Default getter-only properties,OOP,LOW,NO,"Default values for read-only"
C# 6,6.0,Await in catch/finally,Concurrency,LOW,NO,"await in exception handlers"
C# 5,5.0,Async/await,Concurrency,HIGH,YES,"Asynchronous programming"
C# 5,5.0,Caller info attributes,Attributes,LOW,NO,"CallerMemberName, etc."
C# 4,4.0,Named/optional arguments,Syntax,MEDIUM,NO,"Parameter defaults and naming"
C# 4,4.0,Dynamic binding,Type System,MEDIUM,NO,"dynamic type for late binding"
C# 4,4.0,Generic covariance,Type System,MEDIUM,NO,"out type parameter"
C# 4,4.0,Generic contravariance,Type System,MEDIUM,NO,"in type parameter"
C# 4,4.0,Embedded interop types,Interop,LOW,NO,"No-PIA COM interop"
C# 3,3.0,var keyword,Syntax,HIGH,YES,"Type inference for locals"
C# 3,3.0,Lambda expressions,Functional,HIGH,YES,"Anonymous functions with =>"
C# 3,3.0,Extension methods,OOP,HIGH,YES,"Static methods as instance methods"
C# 3,3.0,LINQ,Functional,HIGH,YES,"Query expressions and operators"
C# 3,3.0,Auto-implemented properties,OOP,HIGH,NO,"Automatic backing fields"
C# 3,3.0,Anonymous types,OOP,HIGH,NO,"Type-inferred inline types"
C# 3,3.0,Expression trees,Functional,HIGH,NO,"Compiled lambdas for inspection"
C# 3,3.0,Collection initializers,Functional,HIGH,NO,"Inline collection initialization"
C# 3,3.0,Object initializers,OOP,HIGH,NO,"Inline property initialization"
C# 3,3.0,Partial methods,OOP,HIGH,NO,"Methods across partial declarations"
